Team,Year,Sport,Medal
Russia,2012,Gymnastics,No medal
Russia,2012,Gymnastics,No medal
Russia,2012,Gymnastics,Silver
Russia,2012,Gymnastics,Bronze
Russia,2012,Gymnastics,No medal
Russia,2016,Gymnastics,Silver
Russia,2016,Gymnastics,No medal
Russia,2016,Gymnastics,Silver
Russia,2016,Gymnastics,Bronze
Russia,2016,Gymnastics,No medal
Russia,2016,Gymnastics,Silver
Russia,2016,Gymnastics,No medal
Russia,2016,Gymnastics,Bronze
Russia,2016,Gymnastics,No medal
Russia,2016,Gymnastics,No medal
Russia,2016,Gymnastics,No medal
Russia,2016,Gymnastics,No medal
Russia,2016,Gymnastics,Silver
Russia,2016,Gymnastics,No medal
Russia,2016,Gymnastics,No medal
Russia,2016,Gymnastics,No medal
Russia,2016,Gymnastics,No medal
Russia,2016,Gymnastics,No medal
Russia,2016,Gymnastics,No medal
Russia,2016,Gymnastics,Silver
Russia,2016,Gymnastics,No medal
Russia,2016,Gymnastics,No medal
Russia,2016,Gymnastics,No medal
Russia,2016,Gymnastics,Bronze
Russia,2016,Gymnastics,Silver
Russia,2016,Gymnastics,No medal
Russia,2016,Gymnastics,Gold
Russia,2016,Gymnastics,No medal
Russia,2016,Gymnastics,No medal
Russia,2016,Gymnastics,Silver
Russia,2016,Gymnastics,No medal
Russia,2016,Gymnastics,No medal
Russia,2016,Gymnastics,No medal
Russia,2016,Gymnastics,No medal
Russia,2016,Gymnastics,No medal
Russia,2016,Gymnastics,No medal
Russia,2016,Gymnastics,Silver
Russia,2016,Gymnastics,Silver
Russia,2016,Gymnastics,Silver
Russia,2016,Gymnastics,No medal
Russia,2016,Gymnastics,No medal
Russia,2016,Gymnastics,No medal
Russia,2016,Gymnastics,Silver
Russia,2016,Gymnastics,No medal
Russia,2016,Gymnastics,No medal
Russia,2016,Gymnastics,No medal
Russia,2016,Gymnastics,No medal
Russia,2016,Gymnastics,Silver
Russia,2016,Gymnastics,No medal
Russia,2016,Gymnastics,No medal
Russia,2016,Gymnastics,No medal
Russia,2016,Gymnastics,No medal
Russia,1996,Judo,No medal
Russia,1996,Judo,No medal
Russia,1996,Judo,No medal
Russia,1996,Judo,No medal
Russia,1996,Judo,No medal
Russia,1996,Judo,No medal
Russia,1996,Judo,No medal
Russia,1996,Judo,No medal
Russia,1996,Judo,No medal
Russia,1996,Judo,No medal
Russia,1996,Judo,No medal
Russia,1996,Judo,No medal
Russia,1996,Judo,No medal
Russia,2000,Judo,Silver
Russia,2000,Judo,No medal
Russia,2000,Judo,No medal
Russia,2000,Judo,No medal
Russia,2000,Judo,No medal
Russia,2000,Judo,No medal
Russia,2000,Judo,No medal
Russia,2000,Judo,No medal
Russia,2000,Judo,Bronze
Russia,2000,Judo,Bronze
Russia,2004,Judo,No medal
Russia,2004,Judo,Bronze
Russia,2004,Judo,No medal
Russia,2004,Judo,Silver
Russia,2004,Judo,No medal
Russia,2004,Judo,No medal
Russia,2004,Judo,Bronze
Russia,2004,Judo,No medal
Russia,2004,Judo,Bronze
Russia,2004,Judo,Silver
Russia,2004,Judo,No medal
Russia,2008,Judo,No medal
Russia,2008,Judo,No medal
Russia,2008,Judo,No medal
Russia,2008,Judo,No medal
Russia,2008,Judo,No medal
Russia,2008,Judo,No medal
Russia,2008,Judo,No medal
Russia,2008,Judo,No medal
Russia,2008,Judo,No medal
Russia,2008,Judo,No medal
Russia,2008,Judo,No medal
Russia,2008,Judo,No medal
Russia,2008,Judo,No medal
Russia,2012,Judo,No medal
Russia,2012,Judo,Gold
Russia,2012,Judo,Gold
Russia,2012,Judo,No medal
Russia,2012,Judo,Gold
Russia,2012,Judo,No medal
Russia,2012,Judo,No medal
Russia,2012,Judo,Silver
Russia,2012,Judo,No medal
Russia,2012,Judo,No medal
Russia,2012,Judo,Bronze
Russia,2012,Judo,No medal
Russia,2016,Judo,No medal
Russia,2016,Judo,No medal
Russia,2016,Judo,No medal
Russia,2016,Judo,Gold
Russia,2016,Judo,No medal
Russia,2016,Judo,Bronze
Russia,2016,Judo,Gold
Russia,2016,Judo,No medal
Russia,2016,Judo,No medal
Russia,2016,Judo,No medal
Russia,2016,Judo,No medal
Russia,2016,Judo,No medal
Russia,2020,Judo,No medal
Russia,2020,Judo,No medal
Russia,2020,Judo,Bronze
Russia,2020,Judo,No medal
Russia,2020,Judo,No medal
Russia,2020,Judo,No medal
Russia,2020,Judo,No medal
Russia,2020,Judo,No medal
Russia,2020,Judo,No medal
Russia,2020,Judo,Bronze
Russia,2020,Judo,No medal
Russia,2020,Judo,No medal
Russia,2020,Judo,No medal
Russia,2020,Judo,No medal
Russia,2020,Judo,No medal
Russia,2020,Judo,No medal
Russia,2020,Judo,No medal
Russia,2020,Judo,No medal
Russia,2020,Judo,No medal
Russia,2020,Judo,No medal
Russia,2020,Judo,No medal
Russia,2020,Judo,No medal
Russia,2020,Judo,Bronze
Russia,2020,Judo,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,Bronze
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,Silver
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,Silver
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,Silver
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,No medal
Russia,1912,Shooting,Silver
Russia,1996,Shooting,No medal
Russia,1996,Shooting,No medal
Russia,1996,Shooting,No medal
Russia,1996,Shooting,Silver
Russia,1996,Shooting,Bronze
Russia,1996,Shooting,No medal
Russia,1996,Shooting,Silver
Russia,1996,Shooting,No medal
Russia,1996,Shooting,No medal
Russia,1996,Shooting,Gold
Russia,1996,Shooting,No medal
Russia,1996,Shooting,No medal
Russia,1996,Shooting,Gold
Russia,1996,Shooting,Gold
Russia,1996,Shooting,No medal
Russia,1996,Shooting,No medal
Russia,1996,Shooting,No medal
Russia,1996,Shooting,No medal
Russia,1996,Shooting,No medal
Russia,1996,Shooting,No medal
Russia,1996,Shooting,No medal
Russia,1996,Shooting,No medal
Russia,1996,Shooting,No medal
Russia,2000,Shooting,Bronze
Russia,2000,Shooting,No medal
Russia,2000,Shooting,Gold
Russia,2000,Shooting,No medal
Russia,2000,Shooting,No medal
Russia,2000,Shooting,No medal
Russia,2000,Shooting,No medal
Russia,2000,Shooting,Silver
Russia,2000,Shooting,Bronze
Russia,2000,Shooting,No medal
Russia,2000,Shooting,No medal
Russia,2000,Shooting,Silver
Russia,2000,Shooting,No medal
Russia,2000,Shooting,No medal
Russia,2000,Shooting,Silver
Russia,2000,Shooting,No medal
Russia,2000,Shooting,No medal
Russia,2000,Shooting,No medal
Russia,2000,Shooting,No medal
Russia,2000,Shooting,No medal
Russia,2000,Shooting,No medal
Russia,2000,Shooting,No medal
Russia,2000,Shooting,No medal
Russia,2000,Shooting,No medal
Russia,2000,Shooting,No medal
Russia,2000,Shooting,No medal
Russia,2000,Shooting,No medal
Russia,2000,Shooting,No medal
Russia,2000,Shooting,No medal
Russia,2000,Shooting,No medal
Russia,2004,Shooting,No medal
Russia,2004,Shooting,Bronze
Russia,2004,Shooting,Gold
Russia,2004,Shooting,No medal
Russia,2004,Shooting,Silver
Russia,2004,Shooting,No medal
Russia,2004,Shooting,No medal
Russia,2004,Shooting,No medal
Russia,2004,Shooting,Silver
Russia,2004,Shooting,Gold
Russia,2004,Shooting,No medal
Russia,2004,Shooting,No medal
Russia,2004,Shooting,Bronze
Russia,2004,Shooting,No medal
Russia,2004,Shooting,No medal
Russia,2004,Shooting,No medal
Russia,2004,Shooting,No medal
Russia,2004,Shooting,No medal
Russia,2004,Shooting,No medal
Russia,2004,Shooting,No medal
Russia,2004,Shooting,No medal
Russia,2004,Shooting,No medal
Russia,2004,Shooting,Bronze
Russia,2004,Shooting,No medal
Russia,2004,Shooting,Silver
Russia,2004,Shooting,Gold
Russia,2004,Shooting,No medal
Russia,2004,Shooting,No medal
Russia,2004,Shooting,Silver
Russia,2004,Shooting,No medal
Russia,2004,Shooting,No medal
Russia,2008,Shooting,Bronze
Russia,2008,Shooting,No medal
Russia,2008,Shooting,No medal
Russia,2008,Shooting,No medal
Russia,2008,Shooting,Silver
Russia,2008,Shooting,No medal
Russia,2008,Shooting,No medal
Russia,2008,Shooting,No medal
Russia,2008,Shooting,Bronze
Russia,2008,Shooting,No medal
Russia,2008,Shooting,No medal
Russia,2008,Shooting,No medal
Russia,2008,Shooting,No medal
Russia,2008,Shooting,No medal
Russia,2008,Shooting,No medal
Russia,2008,Shooting,No medal
Russia,2008,Shooting,No medal
Russia,2008,Shooting,No medal
Russia,2008,Shooting,Silver
Russia,2008,Shooting,No medal
Russia,2008,Shooting,No medal
Russia,2008,Shooting,No medal
Russia,2008,Shooting,No medal
Russia,2008,Shooting,No medal
Russia,2008,Shooting,No medal
Russia,2008,Shooting,No medal
Russia,2008,Shooting,No medal
Russia,2008,Shooting,No medal
Russia,2012,Shooting,No medal
Russia,2012,Shooting,No medal
Russia,2012,Shooting,No medal
Russia,2012,Shooting,No medal
Russia,2012,Shooting,No medal
Russia,2012,Shooting,No medal
Russia,2012,Shooting,No medal
Russia,2012,Shooting,No medal
Russia,2012,Shooting,No medal
Russia,2012,Shooting,No medal
Russia,2012,Shooting,No medal
Russia,2012,Shooting,No medal
Russia,2012,Shooting,No medal
Russia,2012,Shooting,No medal
Russia,2012,Shooting,Bronze
Russia,2012,Shooting,No medal
Russia,2012,Shooting,No medal
Russia,2012,Shooting,No medal
Russia,2012,Shooting,No medal
Russia,2012,Shooting,No medal
Russia,2012,Shooting,No medal
Russia,2012,Shooting,No medal
Russia,2012,Shooting,No medal
Russia,2012,Shooting,No medal
Russia,2012,Shooting,No medal
Russia,2012,Shooting,No medal
Russia,2012,Shooting,No medal
Russia,2016,Shooting,No medal
Russia,2016,Shooting,No medal
Russia,2016,Shooting,No medal
Russia,2016,Shooting,Silver
Russia,2016,Shooting,No medal
Russia,2016,Shooting,No medal
Russia,2016,Shooting,No medal
Russia,2016,Shooting,No medal
Russia,2016,Shooting,Bronze
Russia,2016,Shooting,No medal
Russia,2016,Shooting,No medal
Russia,2016,Shooting,Silver
Russia,2016,Shooting,No medal
Russia,2016,Shooting,No medal
Russia,2016,Shooting,No medal
Russia,2016,Shooting,No medal
Russia,2016,Shooting,No medal
Russia,2016,Shooting,Bronze
Russia,2016,Shooting,No medal
Russia,2016,Shooting,No medal
Russia,2016,Shooting,No medal
Russia,2016,Shooting,No medal
Russia,2016,Shooting,No medal
Russia,2016,Shooting,No medal
Russia,2020,Shooting,No medal
Russia,2020,Shooting,No medal
Russia,2020,Shooting,No medal
Russia,2020,Shooting,Gold
Russia,2020,Shooting,Gold
Russia,2020,Shooting,Silver
Russia,2020,Shooting,No medal
Russia,2020,Shooting,No medal
Russia,2020,Shooting,Silver
Russia,2020,Shooting,No medal
Russia,2020,Shooting,No medal
Russia,2020,Shooting,No medal
Russia,2020,Shooting,No medal
Russia,2020,Shooting,Silver
Russia,2020,Shooting,No medal
Russia,2020,Shooting,No medal
Russia,2020,Shooting,No medal
Russia,2020,Shooting,Silver
Russia,2020,Shooting,Bronze
Russia,2020,Shooting,No medal
Russia,2020,Shooting,Bronze
Russia,2020,Shooting,Bronze
Russia,2020,Shooting,No medal
Russia,2020,Shooting,No medal
Russia,2020,Shooting,No medal
Russia,2020,Shooting,No medal
Russia,2020,Shooting,No medal
Russia,2020,Shooting,No medal
Russia,2020,Shooting,No medal
Russia,2020,Shooting,No medal
Russia,2020,Shooting,Silver
Russia,1912,Swimming,No medal
Russia,1912,Swimming,No medal
Russia,1912,Swimming,No medal
Russia,1912,Swimming,No medal
Russia,1912,Swimming,No medal
Russia,1912,Swimming,No medal
Russia,1996,Swimming,No medal
Russia,1996,Swimming,No medal
Russia,1996,Swimming,No medal
Russia,1996,Swimming,No medal
Russia,1996,Swimming,No medal
Russia,1996,Swimming,No medal
Russia,1996,Swimming,No medal
Russia,1996,Swimming,Silver
Russia,1996,Swimming,No medal
Russia,1996,Swimming,No medal
Russia,1996,Swimming,Bronze
Russia,1996,Swimming,Bronze
Russia,1996,Swimming,Silver
Russia,1996,Swimming,No medal
Russia,1996,Swimming,No medal
Russia,1996,Swimming,No medal
Russia,1996,Swimming,No medal
Russia,1996,Swimming,No medal
Russia,1996,Swimming,Silver
Russia,1996,Swimming,No medal
Russia,1996,Swimming,No medal
Russia,1996,Swimming,No medal
Russia,1996,Swimming,No medal
Russia,1996,Swimming,No medal
Russia,1996,Swimming,No medal
Russia,1996,Swimming,No medal
Russia,1996,Swimming,No medal
Russia,1996,Swimming,No medal
Russia,1996,Swimming,No medal
Russia,1996,Swimming,No medal
Russia,1996,Swimming,Gold
Russia,1996,Swimming,Gold
Russia,1996,Swimming,Silver
Russia,1996,Swimming,Silver
Russia,1996,Swimming,Gold
Russia,1996,Swimming,Gold
Russia,1996,Swimming,Silver
Russia,1996,Swimming,Silver
Russia,1996,Swimming,No medal
Russia,1996,Swimming,No medal
Russia,1996,Swimming,No medal
Russia,1996,Swimming,No medal
Russia,1996,Swimming,Silver
Russia,1996,Swimming,No medal
Russia,1996,Swimming,Silver
Russia,1996,Swimming,No medal
Russia,1996,Swimming,No medal
Russia,1996,Swimming,Silver
Russia,1996,Swimming,No medal
Russia,1996,Swimming,No medal
Russia,1996,Swimming,No medal
Russia,1996,Swimming,Silver
Russia,1996,Swimming,No medal
Russia,1996,Swimming,Silver
Russia,1996,Swimming,Silver
Russia,1996,Swimming,No medal
Russia,1996,Swimming,No medal
Russia,1996,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,Silver
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,Bronze
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2000,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,Silver
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2004,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,Gold
Russia,2008,Swimming,No medal
Russia,2008,Swimming,Silver
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,Silver
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,Silver
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,Silver
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,Silver
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,Bronze
Russia,2008,Swimming,Bronze
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2008,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,Bronze
Russia,2012,Swimming,No medal
Russia,2012,Swimming,Bronze
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,Bronze
Russia,2012,Swimming,Silver
Russia,2012,Swimming,Bronze
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,Bronze
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,Bronze
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,Bronze
Russia,2012,Swimming,No medal
Russia,2012,Swimming,No medal
Russia,2012,Swimming,Silver
Russia,2012,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,Bronze
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,Bronze
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,Silver
Russia,2016,Swimming,Silver
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2016,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,Silver
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,Silver
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,Bronze
Russia,2020,Swimming,Silver
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,Silver
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,Silver
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
